Economy,Indicator,Unit of Measure,Year,Value
Cook Islands,"Domestic Material Consumption, All (t million)",metric ton,2006,64523.5
Fiji,"Domestic Material Consumption, All (t million)",metric ton,2006,10533359.51421
Kiribati,"Domestic Material Consumption, All (t million)",metric ton,2006,719046.03365
Marshall Islands,"Domestic Material Consumption, All (t million)",metric ton,2006,139941.08
"Micronesia, Federated States of","Domestic Material Consumption, All (t million)",metric ton,2006,406164.30415
Nauru,"Domestic Material Consumption, All (t million)",metric ton,2006,112478.65
Palau,"Domestic Material Consumption, All (t million)",metric ton,2006,93010.14
Papua New Guinea,"Domestic Material Consumption, All (t million)",metric ton,2006,73904392.91129
Samoa,"Domestic Material Consumption, All (t million)",metric ton,2006,1104542.74967
Solomon Islands,"Domestic Material Consumption, All (t million)",metric ton,2006,2149323.41632
Tonga,"Domestic Material Consumption, All (t million)",metric ton,2006,646683.60852
Tuvalu,"Domestic Material Consumption, All (t million)",metric ton,2006,16416.67937
Vanuatu,"Domestic Material Consumption, All (t million)",metric ton,2006,2060732.03485
Australia,"Domestic Material Consumption, All (t million)",metric ton,2006,905972865.29507
Japan,"Domestic Material Consumption, All (t million)",metric ton,2006,1443381518.2535
New Zealand,"Domestic Material Consumption, All (t million)",metric ton,2006,162668872.70753
"Taipei,China","Domestic Material Consumption, All (t million)",metric ton,2007,328846300.0
Afghanistan,"Domestic Material Consumption, All (t million)",metric ton,2007,36097433.33795
Armenia,"Domestic Material Consumption, All (t million)",metric ton,2007,42306228.31597
Azerbaijan,"Domestic Material Consumption, All (t million)",metric ton,2007,70076460.2668
Georgia,"Domestic Material Consumption, All (t million)",metric ton,2007,22506167.12715
Kazakhstan,"Domestic Material Consumption, All (t million)",metric ton,2007,409826554.96302
Kyrgyz Republic,"Domestic Material Consumption, All (t million)",metric ton,2007,31838756.0932
Pakistan,"Domestic Material Consumption, All (t million)",metric ton,2007,588402943.16429
Tajikistan,"Domestic Material Consumption, All (t million)",metric ton,2007,15444917.66111
Turkmenistan,"Domestic Material Consumption, All (t million)",metric ton,2007,45156432.971
Uzbekistan,"Domestic Material Consumption, All (t million)",metric ton,2007,227094192.16294
"China, People's Republic of","Domestic Material Consumption, All (t million)",metric ton,2007,20295606683.885
"Hong Kong, China","Domestic Material Consumption, All (t million)",metric ton,2007,70899432.578
"Korea, Republic of","Domestic Material Consumption, All (t million)",metric ton,2007,776296395.42243
Mongolia,"Domestic Material Consumption, All (t million)",metric ton,2007,118051978.00408
Bangladesh,"Domestic Material Consumption, All (t million)",metric ton,2007,327122797.1433
Bhutan,"Domestic Material Consumption, All (t million)",metric ton,2007,5835085.71031
India,"Domestic Material Consumption, All (t million)",metric ton,2007,5138101672.6521
Maldives,"Domestic Material Consumption, All (t million)",metric ton,2007,2151554.9664
Nepal,"Domestic Material Consumption, All (t million)",metric ton,2007,79639699.63069
Sri Lanka,"Domestic Material Consumption, All (t million)",metric ton,2007,75360183.74054
Brunei Darussalam,"Domestic Material Consumption, All (t million)",metric ton,2007,6180557.64766
Cambodia,"Domestic Material Consumption, All (t million)",metric ton,2007,58006135.42885
Indonesia,"Domestic Material Consumption, All (t million)",metric ton,2007,1152116706.0899
Lao People's Democratic Republic,"Domestic Material Consumption, All (t million)",metric ton,2007,35431605.1748
Malaysia,"Domestic Material Consumption, All (t million)",metric ton,2007,474251245.82896
Myanmar,"Domestic Material Consumption, All (t million)",metric ton,2007,213459366.24472
Philippines,"Domestic Material Consumption, All (t million)",metric ton,2007,392353539.0115
Singapore,"Domestic Material Consumption, All (t million)",metric ton,2007,74115210.6643
Thailand,"Domestic Material Consumption, All (t million)",metric ton,2007,689895949.04584
Timor-Leste,"Domestic Material Consumption, All (t million)",metric ton,2007,2283640.8959
Viet Nam,"Domestic Material Consumption, All (t million)",metric ton,2007,756134553.96592
Cook Islands,"Domestic Material Consumption, All (t million)",metric ton,2007,134993.11514
Fiji,"Domestic Material Consumption, All (t million)",metric ton,2007,9903090.56163
Kiribati,"Domestic Material Consumption, All (t million)",metric ton,2007,834730.94108
Marshall Islands,"Domestic Material Consumption, All (t million)",metric ton,2007,136434.08
"Micronesia, Federated States of","Domestic Material Consumption, All (t million)",metric ton,2007,321003.638
Nauru,"Domestic Material Consumption, All (t million)",metric ton,2007,225733.9
Palau,"Domestic Material Consumption, All (t million)",metric ton,2007,189292.561
Papua New Guinea,"Domestic Material Consumption, All (t million)",metric ton,2007,76749082.01937
Samoa,"Domestic Material Consumption, All (t million)",metric ton,2007,1151700.25014
Solomon Islands,"Domestic Material Consumption, All (t million)",metric ton,2007,2324573.24945
Tonga,"Domestic Material Consumption, All (t million)",metric ton,2007,873518.5709
Tuvalu,"Domestic Material Consumption, All (t million)",metric ton,2007,11990.58
Vanuatu,"Domestic Material Consumption, All (t million)",metric ton,2007,2360397.00443
Australia,"Domestic Material Consumption, All (t million)",metric ton,2007,882419308.2261
Japan,"Domestic Material Consumption, All (t million)",metric ton,2007,1386650626.0268
New Zealand,"Domestic Material Consumption, All (t million)",metric ton,2007,163954330.75439
"Taipei,China","Domestic Material Consumption, All (t million)",metric ton,2008,311248000.0
Afghanistan,"Domestic Material Consumption, All (t million)",metric ton,2008,34866382.95949
Armenia,"Domestic Material Consumption, All (t million)",metric ton,2008,44668098.55056
Azerbaijan,"Domestic Material Consumption, All (t million)",metric ton,2008,81138514.0504
Georgia,"Domestic Material Consumption, All (t million)",metric ton,2008,23420856.39529
Kazakhstan,"Domestic Material Consumption, All (t million)",metric ton,2008,398850399.14987
Kyrgyz Republic,"Domestic Material Consumption, All (t million)",metric ton,2008,36455204.10526
Pakistan,"Domestic Material Consumption, All (t million)",metric ton,2008,576983221.45562
Tajikistan,"Domestic Material Consumption, All (t million)",metric ton,2008,14979638.23076
Turkmenistan,"Domestic Material Consumption, All (t million)",metric ton,2008,45910764.538
Uzbekistan,"Domestic Material Consumption, All (t million)",metric ton,2008,232710815.48545
"China, People's Republic of","Domestic Material Consumption, All (t million)",metric ton,2008,21148157358.737
"Hong Kong, China","Domestic Material Consumption, All (t million)",metric ton,2008,63661206.1306
"Korea, Republic of","Domestic Material Consumption, All (t million)",metric ton,2008,789328578.81697
Mongolia,"Domestic Material Consumption, All (t million)",metric ton,2008,117746455.48897
Bangladesh,"Domestic Material Consumption, All (t million)",metric ton,2008,335215017.76567
Bhutan,"Domestic Material Consumption, All (t million)",metric ton,2008,8069269.28376
India,"Domestic Material Consumption, All (t million)",metric ton,2008,5349231137.5631
Maldives,"Domestic Material Consumption, All (t million)",metric ton,2008,5427387.87225
Nepal,"Domestic Material Consumption, All (t million)",metric ton,2008,82424376.0047
Sri Lanka,"Domestic Material Consumption, All (t million)",metric ton,2008,78035251.37026
Brunei Darussalam,"Domestic Material Consumption, All (t million)",metric ton,2008,7191188.61802
Cambodia,"Domestic Material Consumption, All (t million)",metric ton,2008,64861424.19815
Indonesia,"Domestic Material Consumption, All (t million)",metric ton,2008,1164573253.5973
Lao People's Democratic Republic,"Domestic Material Consumption, All (t million)",metric ton,2008,39071079.62494
Malaysia,"Domestic Material Consumption, All (t million)",metric ton,2008,482605526.65721
Myanmar,"Domestic Material Consumption, All (t million)",metric ton,2008,217374837.62725
Philippines,"Domestic Material Consumption, All (t million)",metric ton,2008,424961892.19576
Singapore,"Domestic Material Consumption, All (t million)",metric ton,2008,107286215.8766
Thailand,"Domestic Material Consumption, All (t million)",metric ton,2008,675833061.67469
Timor-Leste,"Domestic Material Consumption, All (t million)",metric ton,2008,2394720.4004
Viet Nam,"Domestic Material Consumption, All (t million)",metric ton,2008,851668506.58094
Cook Islands,"Domestic Material Consumption, All (t million)",metric ton,2008,57830.074
Fiji,"Domestic Material Consumption, All (t million)",metric ton,2008,8804845.55949
Kiribati,"Domestic Material Consumption, All (t million)",metric ton,2008,892172.11644
Marshall Islands,"Domestic Material Consumption, All (t million)",metric ton,2008,120318.08
"Micronesia, Federated States of","Domestic Material Consumption, All (t million)",metric ton,2008,309629.96922
Nauru,"Domestic Material Consumption, All (t million)",metric ton,2008,526381.4
Palau,"Domestic Material Consumption, All (t million)",metric ton,2008,123144.813
Papua New Guinea,"Domestic Material Consumption, All (t million)",metric ton,2008,84112189.73912
Samoa,"Domestic Material Consumption, All (t million)",metric ton,2008,1112792.1971
Solomon Islands,"Domestic Material Consumption, All (t million)",metric ton,2008,2429682.94133
Tonga,"Domestic Material Consumption, All (t million)",metric ton,2008,836190.10927
Tuvalu,"Domestic Material Consumption, All (t million)",metric ton,2008,18656.5491
Vanuatu,"Domestic Material Consumption, All (t million)",metric ton,2008,2252660.14875
Australia,"Domestic Material Consumption, All (t million)",metric ton,2008,856931827.99973
Japan,"Domestic Material Consumption, All (t million)",metric ton,2008,1342399986.7598
New Zealand,"Domestic Material Consumption, All (t million)",metric ton,2008,159481425.46565
"Taipei,China","Domestic Material Consumption, All (t million)",metric ton,2009,297563100.0
Afghanistan,"Domestic Material Consumption, All (t million)",metric ton,2009,43532145.0469
Armenia,"Domestic Material Consumption, All (t million)",metric ton,2009,41944734.53991
Azerbaijan,"Domestic Material Consumption, All (t million)",metric ton,2009,77154674.59074
Georgia,"Domestic Material Consumption, All (t million)",metric ton,2009,25449677.63757
Kazakhstan,"Domestic Material Consumption, All (t million)",metric ton,2009,415653727.03734
Kyrgyz Republic,"Domestic Material Consumption, All (t million)",metric ton,2009,34396262.67249
Pakistan,"Domestic Material Consumption, All (t million)",metric ton,2009,571774553.19028
Tajikistan,"Domestic Material Consumption, All (t million)",metric ton,2009,16372872.25111
Turkmenistan,"Domestic Material Consumption, All (t million)",metric ton,2009,43506457.644
Uzbekistan,"Domestic Material Consumption, All (t million)",metric ton,2009,230110033.8577
"China, People's Republic of","Domestic Material Consumption, All (t million)",metric ton,2009,23710749030.827
"Hong Kong, China","Domestic Material Consumption, All (t million)",metric ton,2009,66490652.6154
"Korea, Republic of","Domestic Material Consumption, All (t million)",metric ton,2009,768574775.07052
Mongolia,"Domestic Material Consumption, All (t million)",metric ton,2009,115959874.21575
Bangladesh,"Domestic Material Consumption, All (t million)",metric ton,2009,336323272.0246
Bhutan,"Domestic Material Consumption, All (t million)",metric ton,2009,6295417.55212
India,"Domestic Material Consumption, All (t million)",metric ton,2009,5439474502.8756
Maldives,"Domestic Material Consumption, All (t million)",metric ton,2009,2085865.1823
Nepal,"Domestic Material Consumption, All (t million)",metric ton,2009,85676609.3145
Sri Lanka,"Domestic Material Consumption, All (t million)",metric ton,2009,72538456.60056
Brunei Darussalam,"Domestic Material Consumption, All (t million)",metric ton,2009,6610152.43498
Cambodia,"Domestic Material Consumption, All (t million)",metric ton,2009,67098045.03705
Indonesia,"Domestic Material Consumption, All (t million)",metric ton,2009,1195397356.3886
Lao People's Democratic Republic,"Domestic Material Consumption, All (t million)",metric ton,2009,42458616.23315
Malaysia,"Domestic Material Consumption, All (t million)",metric ton,2009,473758056.01303
Myanmar,"Domestic Material Consumption, All (t million)",metric ton,2009,221955414.61021
Philippines,"Domestic Material Consumption, All (t million)",metric ton,2009,432975145.62194
Singapore,"Domestic Material Consumption, All (t million)",metric ton,2009,157080401.9916
Thailand,"Domestic Material Consumption, All (t million)",metric ton,2009,685397788.01456
Timor-Leste,"Domestic Material Consumption, All (t million)",metric ton,2009,2696727.8402
Viet Nam,"Domestic Material Consumption, All (t million)",metric ton,2009,908327521.19288
Cook Islands,"Domestic Material Consumption, All (t million)",metric ton,2009,76319.81332
Fiji,"Domestic Material Consumption, All (t million)",metric ton,2009,8379452.75201
Kiribati,"Domestic Material Consumption, All (t million)",metric ton,2009,961437.92808
Marshall Islands,"Domestic Material Consumption, All (t million)",metric ton,2009,104256.08
"Micronesia, Federated States of","Domestic Material Consumption, All (t million)",metric ton,2009,347821.35109
Nauru,"Domestic Material Consumption, All (t million)",metric ton,2009,175047.65
Palau,"Domestic Material Consumption, All (t million)",metric ton,2009,103349.529
Papua New Guinea,"Domestic Material Consumption, All (t million)",metric ton,2009,89257195.74817
Samoa,"Domestic Material Consumption, All (t million)",metric ton,2009,1233692.05884
Solomon Islands,"Domestic Material Consumption, All (t million)",metric ton,2009,2294842.41305
Tonga,"Domestic Material Consumption, All (t million)",metric ton,2009,2103854.4319
Tuvalu,"Domestic Material Consumption, All (t million)",metric ton,2009,11768.83
Vanuatu,"Domestic Material Consumption, All (t million)",metric ton,2009,2211799.20307
Australia,"Domestic Material Consumption, All (t million)",metric ton,2009,899171476.80216
Japan,"Domestic Material Consumption, All (t million)",metric ton,2009,1185868776.5378
New Zealand,"Domestic Material Consumption, All (t million)",metric ton,2009,150168236.05996
"Taipei,China","Domestic Material Consumption, All (t million)",metric ton,2010,307498600.0
Afghanistan,"Domestic Material Consumption, All (t million)",metric ton,2010,46758594.96993
Armenia,"Domestic Material Consumption, All (t million)",metric ton,2010,30005051.49078
Azerbaijan,"Domestic Material Consumption, All (t million)",metric ton,2010,77462170.31193
Georgia,"Domestic Material Consumption, All (t million)",metric ton,2010,24866529.87409
Kazakhstan,"Domestic Material Consumption, All (t million)",metric ton,2010,432252936.38675
Kyrgyz Republic,"Domestic Material Consumption, All (t million)",metric ton,2010,33572533.52842
Pakistan,"Domestic Material Consumption, All (t million)",metric ton,2010,556859147.84268
Tajikistan,"Domestic Material Consumption, All (t million)",metric ton,2010,17861911.13911
Turkmenistan,"Domestic Material Consumption, All (t million)",metric ton,2010,48742822.803
Uzbekistan,"Domestic Material Consumption, All (t million)",metric ton,2010,230562388.58485
"China, People's Republic of","Domestic Material Consumption, All (t million)",metric ton,2010,26357874429.159
"Hong Kong, China","Domestic Material Consumption, All (t million)",metric ton,2010,69659311.9348
"Korea, Republic of","Domestic Material Consumption, All (t million)",metric ton,2010,779346277.0813
Mongolia,"Domestic Material Consumption, All (t million)",metric ton,2010,106172548.1215
Bangladesh,"Domestic Material Consumption, All (t million)",metric ton,2010,372476461.6271
Bhutan,"Domestic Material Consumption, All (t million)",metric ton,2010,13015158.14171
India,"Domestic Material Consumption, All (t million)",metric ton,2010,5595809693.553
Maldives,"Domestic Material Consumption, All (t million)",metric ton,2010,2189989.7937
Nepal,"Domestic Material Consumption, All (t million)",metric ton,2010,89504250.5015
Sri Lanka,"Domestic Material Consumption, All (t million)",metric ton,2010,78951240.35381
Brunei Darussalam,"Domestic Material Consumption, All (t million)",metric ton,2010,7550555.63984
Cambodia,"Domestic Material Consumption, All (t million)",metric ton,2010,122944548.62955
Indonesia,"Domestic Material Consumption, All (t million)",metric ton,2010,1213103229.8231
Lao People's Democratic Republic,"Domestic Material Consumption, All (t million)",metric ton,2010,51595328.66683
Malaysia,"Domestic Material Consumption, All (t million)",metric ton,2010,488066799.56981
Myanmar,"Domestic Material Consumption, All (t million)",metric ton,2010,227756641.26968
Philippines,"Domestic Material Consumption, All (t million)",metric ton,2010,433359852.37071
Singapore,"Domestic Material Consumption, All (t million)",metric ton,2010,114380673.9958
Thailand,"Domestic Material Consumption, All (t million)",metric ton,2010,718576168.81079
Timor-Leste,"Domestic Material Consumption, All (t million)",metric ton,2010,2600536.6623
Viet Nam,"Domestic Material Consumption, All (t million)",metric ton,2010,957114874.29529
Cook Islands,"Domestic Material Consumption, All (t million)",metric ton,2010,89890.86487
Fiji,"Domestic Material Consumption, All (t million)",metric ton,2010,8435347.33324
Kiribati,"Domestic Material Consumption, All (t million)",metric ton,2010,546956.58141
Marshall Islands,"Domestic Material Consumption, All (t million)",metric ton,2010,108689.08
"Micronesia, Federated States of","Domestic Material Consumption, All (t million)",metric ton,2010,380886.55
Nauru,"Domestic Material Consumption, All (t million)",metric ton,2010,436263.65
Palau,"Domestic Material Consumption, All (t million)",metric ton,2010,108946.138
Papua New Guinea,"Domestic Material Consumption, All (t million)",metric ton,2010,92787224.66449
Samoa,"Domestic Material Consumption, All (t million)",metric ton,2010,1251848.72321
Solomon Islands,"Domestic Material Consumption, All (t million)",metric ton,2010,2371315.03531
Tonga,"Domestic Material Consumption, All (t million)",metric ton,2010,1432559.54465
Tuvalu,"Domestic Material Consumption, All (t million)",metric ton,2010,6112.08
Vanuatu,"Domestic Material Consumption, All (t million)",metric ton,2010,2519914.00128
Australia,"Domestic Material Consumption, All (t million)",metric ton,2010,835913017.81618
Japan,"Domestic Material Consumption, All (t million)",metric ton,2010,1208653450.8675
New Zealand,"Domestic Material Consumption, All (t million)",metric ton,2010,148591844.4894
"Taipei,China","Domestic Material Consumption, All (t million)",metric ton,2011,314099600.0
Afghanistan,"Domestic Material Consumption, All (t million)",metric ton,2011,46310814.88536
Armenia,"Domestic Material Consumption, All (t million)",metric ton,2011,32000805.69107
Azerbaijan,"Domestic Material Consumption, All (t million)",metric ton,2011,82678648.62431
Georgia,"Domestic Material Consumption, All (t million)",metric ton,2011,25174414.66239
Kazakhstan,"Domestic Material Consumption, All (t million)",metric ton,2011,486231828.1348
Kyrgyz Republic,"Domestic Material Consumption, All (t million)",metric ton,2011,36468681.83233
Pakistan,"Domestic Material Consumption, All (t million)",metric ton,2011,611695952.55346
Tajikistan,"Domestic Material Consumption, All (t million)",metric ton,2011,19013044.61645
Turkmenistan,"Domestic Material Consumption, All (t million)",metric ton,2011,52827270.984
Uzbekistan,"Domestic Material Consumption, All (t million)",metric ton,2011,250854875.61372
"China, People's Republic of","Domestic Material Consumption, All (t million)",metric ton,2011,28622124083.627
"Hong Kong, China","Domestic Material Consumption, All (t million)",metric ton,2011,73114893.2916
"Korea, Republic of","Domestic Material Consumption, All (t million)",metric ton,2011,770877863.19243
Mongolia,"Domestic Material Consumption, All (t million)",metric ton,2011,112149171.5383
Bangladesh,"Domestic Material Consumption, All (t million)",metric ton,2011,383332844.3053
Bhutan,"Domestic Material Consumption, All (t million)",metric ton,2011,11491463.00587
India,"Domestic Material Consumption, All (t million)",metric ton,2011,6179451434.7043
Maldives,"Domestic Material Consumption, All (t million)",metric ton,2011,2308918.43435
Nepal,"Domestic Material Consumption, All (t million)",metric ton,2011,90780152.14967
Sri Lanka,"Domestic Material Consumption, All (t million)",metric ton,2011,100025092.91112
Brunei Darussalam,"Domestic Material Consumption, All (t million)",metric ton,2011,9376927.7658
Cambodia,"Domestic Material Consumption, All (t million)",metric ton,2011,78071347.6075
Indonesia,"Domestic Material Consumption, All (t million)",metric ton,2011,1348281702.1251
Lao People's Democratic Republic,"Domestic Material Consumption, All (t million)",metric ton,2011,52472991.96713
Malaysia,"Domestic Material Consumption, All (t million)",metric ton,2011,639641484.41108
Myanmar,"Domestic Material Consumption, All (t million)",metric ton,2011,227978204.14449
Philippines,"Domestic Material Consumption, All (t million)",metric ton,2011,489622178.32398
Singapore,"Domestic Material Consumption, All (t million)",metric ton,2011,122110881.3371
Thailand,"Domestic Material Consumption, All (t million)",metric ton,2011,792108716.05056
Timor-Leste,"Domestic Material Consumption, All (t million)",metric ton,2011,2654431.51974
Viet Nam,"Domestic Material Consumption, All (t million)",metric ton,2011,970936544.4002
Cook Islands,"Domestic Material Consumption, All (t million)",metric ton,2011,100355.02941
Fiji,"Domestic Material Consumption, All (t million)",metric ton,2011,8700809.88381
Kiribati,"Domestic Material Consumption, All (t million)",metric ton,2011,519695.38665
Marshall Islands,"Domestic Material Consumption, All (t million)",metric ton,2011,106549.08
"Micronesia, Federated States of","Domestic Material Consumption, All (t million)",metric ton,2011,339620.855
Nauru,"Domestic Material Consumption, All (t million)",metric ton,2011,463978.65
Palau,"Domestic Material Consumption, All (t million)",metric ton,2011,209647.61916
Papua New Guinea,"Domestic Material Consumption, All (t million)",metric ton,2011,86494635.17061
Samoa,"Domestic Material Consumption, All (t million)",metric ton,2011,1332266.41278
Solomon Islands,"Domestic Material Consumption, All (t million)",metric ton,2011,3928956.50083
Tonga,"Domestic Material Consumption, All (t million)",metric ton,2011,1266417.10793
Tuvalu,"Domestic Material Consumption, All (t million)",metric ton,2011,13325.58
Vanuatu,"Domestic Material Consumption, All (t million)",metric ton,2011,2420516.39161
Australia,"Domestic Material Consumption, All (t million)",metric ton,2011,889633949.08093
Japan,"Domestic Material Consumption, All (t million)",metric ton,2011,1187063970.4291
New Zealand,"Domestic Material Consumption, All (t million)",metric ton,2011,147173837.61389
"Taipei,China","Domestic Material Consumption, All (t million)",metric ton,2012,313059600.0
Afghanistan,"Domestic Material Consumption, All (t million)",metric ton,2012,48693117.20568
Armenia,"Domestic Material Consumption, All (t million)",metric ton,2012,35500007.04812
Azerbaijan,"Domestic Material Consumption, All (t million)",metric ton,2012,94175488.54752
Georgia,"Domestic Material Consumption, All (t million)",metric ton,2012,30822732.98757
Kazakhstan,"Domestic Material Consumption, All (t million)",metric ton,2012,465960521.59669
Kyrgyz Republic,"Domestic Material Consumption, All (t million)",metric ton,2012,36516853.13472
Pakistan,"Domestic Material Consumption, All (t million)",metric ton,2012,601043546.96187
Tajikistan,"Domestic Material Consumption, All (t million)",metric ton,2012,21304977.18738
Turkmenistan,"Domestic Material Consumption, All (t million)",metric ton,2012,59076343.374
Uzbekistan,"Domestic Material Consumption, All (t million)",metric ton,2012,258184105.34758
"China, People's Republic of","Domestic Material Consumption, All (t million)",metric ton,2012,30533267467.7
"Hong Kong, China","Domestic Material Consumption, All (t million)",metric ton,2012,72926009.51808
"Korea, Republic of","Domestic Material Consumption, All (t million)",metric ton,2012,809051555.559
Mongolia,"Domestic Material Consumption, All (t million)",metric ton,2012,116318205.08042
Bangladesh,"Domestic Material Consumption, All (t million)",metric ton,2012,467400894.96404
Bhutan,"Domestic Material Consumption, All (t million)",metric ton,2012,12534693.24808
India,"Domestic Material Consumption, All (t million)",metric ton,2012,6361276872.9103
Maldives,"Domestic Material Consumption, All (t million)",metric ton,2012,2777790.33372
Nepal,"Domestic Material Consumption, All (t million)",metric ton,2012,110453491.1242
Sri Lanka,"Domestic Material Consumption, All (t million)",metric ton,2012,109837367.17571
Brunei Darussalam,"Domestic Material Consumption, All (t million)",metric ton,2012,7496983.332
Cambodia,"Domestic Material Consumption, All (t million)",metric ton,2012,80190107.06006
Indonesia,"Domestic Material Consumption, All (t million)",metric ton,2012,1582071825.8535
Lao People's Democratic Republic,"Domestic Material Consumption, All (t million)",metric ton,2012,64497816.77508
Malaysia,"Domestic Material Consumption, All (t million)",metric ton,2012,668132878.63645
Myanmar,"Domestic Material Consumption, All (t million)",metric ton,2012,223597204.3336
Philippines,"Domestic Material Consumption, All (t million)",metric ton,2012,469623276.41265
Singapore,"Domestic Material Consumption, All (t million)",metric ton,2012,135900114.73188
Thailand,"Domestic Material Consumption, All (t million)",metric ton,2012,803702044.07822
Timor-Leste,"Domestic Material Consumption, All (t million)",metric ton,2012,2865026.06146
Viet Nam,"Domestic Material Consumption, All (t million)",metric ton,2012,874719554.80081
Cook Islands,"Domestic Material Consumption, All (t million)",metric ton,2012,69853.67741
Fiji,"Domestic Material Consumption, All (t million)",metric ton,2012,8385787.26219
Kiribati,"Domestic Material Consumption, All (t million)",metric ton,2012,548911.36604
Marshall Islands,"Domestic Material Consumption, All (t million)",metric ton,2012,95975.08
"Micronesia, Federated States of","Domestic Material Consumption, All (t million)",metric ton,2012,353492.095
Nauru,"Domestic Material Consumption, All (t million)",metric ton,2012,551006.4
Palau,"Domestic Material Consumption, All (t million)",metric ton,2012,225231.82816
Papua New Guinea,"Domestic Material Consumption, All (t million)",metric ton,2012,83808953.21198
Samoa,"Domestic Material Consumption, All (t million)",metric ton,2012,1483219.69381
Solomon Islands,"Domestic Material Consumption, All (t million)",metric ton,2012,4505616.47784
Tonga,"Domestic Material Consumption, All (t million)",metric ton,2012,2667476.25386
Tuvalu,"Domestic Material Consumption, All (t million)",metric ton,2012,19220.58
Vanuatu,"Domestic Material Consumption, All (t million)",metric ton,2012,2357062.68961
Australia,"Domestic Material Consumption, All (t million)",metric ton,2012,881634379.37841
Japan,"Domestic Material Consumption, All (t million)",metric ton,2012,1244347912.111
New Zealand,"Domestic Material Consumption, All (t million)",metric ton,2012,147519014.35814
"Taipei,China","Domestic Material Consumption, All (t million)",metric ton,2013,314182000.0
Afghanistan,"Domestic Material Consumption, All (t million)",metric ton,2013,50586362.62567
Armenia,"Domestic Material Consumption, All (t million)",metric ton,2013,37826708.39371
Azerbaijan,"Domestic Material Consumption, All (t million)",metric ton,2013,105461344.2387
Georgia,"Domestic Material Consumption, All (t million)",metric ton,2013,33335000.65952
Kazakhstan,"Domestic Material Consumption, All (t million)",metric ton,2013,509588387.41142
Kyrgyz Republic,"Domestic Material Consumption, All (t million)",metric ton,2013,43428150.41448
Pakistan,"Domestic Material Consumption, All (t million)",metric ton,2013,637569082.83299
Tajikistan,"Domestic Material Consumption, All (t million)",metric ton,2013,23826518.23252
Turkmenistan,"Domestic Material Consumption, All (t million)",metric ton,2013,64246558.664
Uzbekistan,"Domestic Material Consumption, All (t million)",metric ton,2013,266339422.44819
"China, People's Republic of","Domestic Material Consumption, All (t million)",metric ton,2013,32589841738.429
"Hong Kong, China","Domestic Material Consumption, All (t million)",metric ton,2013,83190932.23576
"Korea, Republic of","Domestic Material Consumption, All (t million)",metric ton,2013,828350448.5849
Mongolia,"Domestic Material Consumption, All (t million)",metric ton,2013,159474495.60171
Bangladesh,"Domestic Material Consumption, All (t million)",metric ton,2013,486394631.63129
